#Frame      Mode1    Mode2    Mode3
    8939    0.571   -0.440    1.191
    8940   -0.192   -0.950    1.551
    8941    1.030    1.684   -0.582
    8942    1.360    2.017    0.474
    8943   -1.653   -0.222   -0.967
    8944    0.115    0.742   -0.892
    8945    0.638   -0.453   -1.835
    8946    0.167   -0.216   -0.198
    8947    0.298    0.783   -0.439
    8948   -1.230    0.183   -0.536
    8949   -0.987   -0.453    0.617
    8950   -1.238   -0.210   -1.021
    8951   -1.109    0.168   -0.138
    8952    0.542   -1.739   -0.250
    8953   -0.275   -1.737   -2.378
    8954   -1.204   -0.996   -1.013
    8955   -1.046   -0.895   -0.165
    8956    0.655   -1.773    0.130
    8957    1.855   -0.931   -0.356
    8958    0.543    0.089   -0.416
    8959   -1.211    1.694   -1.956
    8960    0.502    2.285   -2.877
    8961   -0.215    1.155   -0.238
    8962    0.872    1.510   -1.403
    8963    0.688   -0.760    0.019
    8964    0.793    0.541   -0.583
    8965    2.233   -0.493    0.494
    8966    1.667   -0.524   -0.450
    8967    0.939    1.273   -1.172
    8968   -0.204   -0.605    0.908
    8969   -2.230    1.410    0.637
    8970   -2.033   -0.238    0.142
    8971   -0.645   -1.400    0.715
    8972   -0.903    0.093    1.688
    8973    0.250    0.239   -0.875
    8974   -1.525    2.329   -0.165
    8975   -2.488    0.550   -0.009
    8976    0.317    1.214    0.131
    8977   -0.473    0.595    0.594
    8978   -0.600    0.976   -0.084
    8979    0.288    0.533   -0.560
    8980   -0.427    2.828    0.152
    8981    0.978    1.931    0.612
    8982   -1.301    2.500   -0.750
    8983   -0.503    0.918    1.131
    8984    0.252    0.577   -1.991
    8985   -1.297    2.065   -0.037
    8986   -0.178    0.935   -1.021
    8987   -0.768    0.976   -2.434
    8988   -0.297    0.276   -1.251
    8989    1.494    1.959   -0.626
    8990    0.072    0.675   -1.962
    8991    0.174    1.648   -1.722
    8992    1.614    0.879   -2.161
    8993    1.136    0.508   -0.984
    8994    0.407    1.676   -0.797
    8995    1.060    0.397   -1.950
    8996   -0.767    2.561   -0.537
    8997   -1.037    0.308    1.793
    8998   -0.612    0.890   -0.725
    8999   -0.069   -1.625   -0.433
    9000   -0.827   -2.321    0.420
    9001   -0.365   -1.448   -1.674
    9002   -2.119    0.673   -1.130
    9003    0.228    0.101   -1.022
    9004    0.486   -0.852   -1.941
    9005   -0.850   -0.368   -0.203
    9006   -1.219    0.568   -1.277
    9007    1.341    0.196   -1.033
    9008    0.038    1.618    0.274
    9009    1.155    0.757   -1.666
    9010    0.424   -0.177   -2.348
    9011    0.644   -0.667   -0.637
    9012    0.818   -0.464    0.622
    9013    2.319   -0.457   -1.554
    9014    1.099   -1.211   -1.531
    9015    1.483   -1.242   -0.970
    9016    0.085   -1.309   -0.292
    9017    2.142   -0.405   -0.801
    9018    0.229    0.221    0.304
    9019    1.587    0.025   -1.726
    9020    0.539    0.640   -0.877
    9021   -0.171    0.817   -1.032
    9022   -1.576    0.255    0.372
    9023   -0.797    2.826   -1.090
    9024   -3.843    2.468    2.070
    9025   -0.263   -1.058    0.450
    9026   -1.149    0.817    0.989
    9027   -1.088   -0.477   -0.282
    9028   -1.751   -0.602    0.376
    9029   -0.977   -0.411   -0.897
    9030   -1.740    0.309    0.044
    9031    1.556    0.929   -0.991
    9032    1.156   -0.972   -0.109
    9033   -0.498    1.375    0.391
    9034    0.086    1.101   -1.099
    9035   -0.083    1.860   -1.013
    9036   -0.780    1.216   -0.983
    9037   -2.296   -0.213   -1.124
    9038   -3.377    1.631   -2.183
    9039   -1.789    1.022    0.059
    9040   -2.082    0.433    0.562
    9041   -2.579    1.053    1.475
    9042   -3.222    0.428    1.596
    9043   -1.450    1.080    1.881
    9044   -1.005   -0.773   -0.745
    9045   -2.012   -0.897   -0.270
    9046   -1.627   -1.134   -0.989
    9047    1.635   -0.243   -1.097
    9048   -0.023    0.326   -1.186
    9049    0.120   -0.107   -0.001
    9050   -3.395    0.972    0.615
    9051   -4.028    0.322   -1.085
    9052   -3.785    0.644   -0.953
    9053   -0.320   -1.795   -1.104
    9054    1.955    1.252   -0.958
    9055    0.345    0.971   -1.418
    9056    0.096    0.263   -2.088
    9057    1.432   -1.299   -1.299
    9058    0.126    0.986   -0.399
    9059    1.681    1.203   -2.310
    9060    1.335    0.532   -3.349
    9061   -0.138    0.463   -1.977
    9062   -0.279   -0.047   -1.385
    9063   -1.489    0.140   -1.232
    9064   -0.057    0.009    0.128
    9065    2.245   -1.124   -0.749
    9066   -0.514    1.014   -0.771
    9067    1.988   -0.806   -1.343
    9068   -0.378   -0.011   -0.533
    9069   -0.648    0.477    0.216
    9070    0.141   -0.639    0.751
    9071   -0.472    1.693    0.634
    9072    1.243   -1.001   -0.469
    9073    0.246    1.395   -0.180
    9074    1.601   -0.894    0.189
    9075    0.606   -1.088   -0.326
    9076    0.840    1.378    1.404
    9077   -0.267    1.731    0.829
    9078    0.478    0.224   -0.223
    9079    0.375   -0.591    1.456
    9080    1.501    0.162    1.403
    9081    0.650   -1.091    1.254
    9082    1.737    0.832   -0.642
    9083    0.146    0.516   -0.676
    9084   -1.164    1.189    0.036
    9085   -1.150    2.113   -1.427
    9086    0.268    1.074   -1.471
    9087    1.336    0.781   -1.343
    9088    1.826   -0.192   -0.366
    9089    1.189    2.036   -0.247
    9090   -1.901    2.316   -0.641
    9091    0.102    1.504   -1.226
    9092   -1.499    2.579   -1.180
    9093   -0.041    1.043   -1.180
    9094   -0.501    2.053   -1.201
    9095   -1.459    1.526   -0.632
    9096    1.028   -0.283   -0.415
    9097    0.824   -0.888   -1.143
    9098    0.455   -0.582    0.708
    9099   -0.359   -1.039    1.921
    9100    1.574    0.931    0.050
    9101    0.208    0.003    0.844
    9102   -0.019   -0.358    0.768
    9103    0.043   -2.000    0.214
    9104   -0.248   -1.760   -0.973
    9105   -0.244    1.211   -0.484
    9106    1.593    1.510   -0.233
    9107   -1.053    1.765   -0.766
    9108    0.739    2.702   -0.115
    9109    0.205    0.533   -0.513
    9110    0.739   -0.432   -0.151
    9111    0.293   -0.479    0.184
    9112    1.726   -1.592    0.875
    9113    1.231   -1.073    1.026
    9114    0.461   -0.732    1.452
    9115    1.438   -1.552    0.881
    9116    0.588    0.564    0.616
    9117    1.199   -2.220    2.548
    9118    1.111    0.809    1.146
    9119   -0.130    0.466    0.635
    9120    0.407    0.722    0.821
    9121   -0.130    1.524   -0.216
    9122   -0.216   -1.210    0.570
    9123    0.005    0.140    1.288
    9124   -0.655    1.362   -0.391
    9125    1.865   -0.075   -1.178
    9126    2.911   -1.623   -0.986
    9127    1.654   -1.532   -2.332
    9128    3.090    1.181   -2.226
    9129    1.745   -1.358    1.680
    9130    2.585    0.632   -0.061
    9131    1.222   -1.433   -0.133
    9132    2.403    0.564    0.523
    9133    0.319    0.644   -0.088
    9134    1.450    0.223   -1.198
    9135   -0.188    1.272    0.216
    9136    1.200    0.293    0.466
    9137   -0.837    2.292   -0.512
    9138   -0.443    1.135    2.087
    9139   -1.228    0.247   -0.080
    9140   -0.481    1.939   -1.118
    9141    1.156    0.406   -2.924
    9142   -0.535    0.791   -1.661
    9143    0.677    1.551   -1.999
    9144   -1.744    0.018   -0.967
    9145   -1.812   -0.148    0.099
    9146    0.425    0.342   -0.369
    9147   -0.109    0.029   -0.599
    9148   -0.760   -0.990   -0.404
    9149    0.644   -0.637   -1.891
    9150    0.654   -0.417   -1.808
    9151   -0.062    0.330   -0.386
    9152   -1.631   -1.681   -1.197
    9153   -1.950   -0.784    0.791
    9154   -1.905   -2.479   -0.184
    9155   -1.743   -0.457    0.847
    9156   -4.088   -1.365    0.604
    9157    0.298   -0.663   -2.600
    9158   -2.151   -1.778   -1.007
    9159   -1.359   -0.972    0.258
    9160   -2.811   -1.211   -0.777
    9161   -0.981   -0.126   -0.663
    9162   -1.053   -0.645    0.717
    9163    0.112   -1.770   -1.346
    9164   -1.015   -0.027   -1.977
    9165   -0.621    0.127   -2.314
    9166   -2.013   -1.051    0.032
    9167   -0.132   -0.052   -2.915
    9168    0.284   -0.357   -1.099
    9169   -2.213    1.243   -0.460
    9170   -2.675    0.138    0.088
    9171   -0.025   -0.716   -1.410
    9172   -0.195   -0.682   -1.579
    9173   -0.935   -0.084   -1.053
    9174    0.394    0.439   -0.960
    9175   -1.037   -0.959    0.270
    9176   -1.395   -0.843    0.270
    9177    0.933   -0.351   -1.467
    9178    1.025   -1.162   -1.601
    9179    1.303   -0.770   -0.903
    9180   -0.010    0.454   -0.038
    9181   -0.012    0.859   -0.466
    9182    0.683   -1.656   -1.636
    9183   -0.080   -0.279    0.453
    9184   -1.001    1.391   -1.761
    9185    1.311    1.283   -0.725
    9186    2.023   -1.354   -1.873
    9187   -0.453   -0.919   -0.308
    9188    0.364   -1.220   -0.584
    9189   -0.608    0.887   -0.009
    9190    0.965   -0.501   -0.623
    9191   -0.927   -0.593   -0.014
    9192   -1.585    1.367    0.851
    9193    0.947    0.817   -1.422
    9194   -0.053    0.952    0.785
    9195    0.706   -1.393    0.728
    9196    0.692   -1.067   -0.034
    9197    0.940   -0.739   -0.785
    9198    0.932   -0.713   -0.334
    9199    1.166   -1.367   -1.088
    9200    0.802   -0.083   -1.045
    9201    0.053    0.283   -2.429
    9202   -0.338   -0.078   -0.282
    9203   -1.120    0.827   -0.820
    9204    0.759   -0.809   -0.826
    9205    0.429   -1.796   -0.357
    9206    0.355   -0.787    1.141
    9207   -1.250   -1.021   -0.911
    9208    2.342    0.174   -1.220
    9209   -0.792   -3.042    0.690
    9210    1.148   -0.447   -1.198
    9211   -1.054    0.157   -2.289
    9212    2.816   -0.478   -2.923
    9213    0.936   -0.912   -0.964
    9214    2.612   -0.510   -3.447
    9215    1.500   -0.597   -1.565
    9216    0.577   -0.962    1.083
    9217    0.819    0.859   -1.982
    9218    0.197   -0.992   -1.156
    9219    2.675    0.544   -3.662
    9220    0.766   -0.137   -0.919
    9221    0.576    1.526   -2.522
    9222   -0.683    0.677    1.377
    9223    0.947    2.992   -1.614
    9224   -0.575    1.523   -0.972
    9225    0.316    0.232    0.426
    9226   -2.154    1.248   -0.830
    9227   -1.162    0.855   -0.003
    9228   -3.264    0.544    0.502
    9229   -1.050   -1.365   -0.458
    9230   -1.323   -1.251   -2.851
    9231   -0.684    0.547   -0.445
    9232   -0.042    1.340   -2.208
    9233    1.951   -0.557   -0.378
    9234   -1.172   -0.257   -0.045
    9235    0.393   -0.806   -0.919
    9236   -1.637    0.918   -0.573
    9237   -0.233   -0.204   -2.473
    9238   -2.046   -0.131   -1.784
    9239   -0.550    1.791   -0.428
    9240    0.644    0.311   -1.609
    9241   -0.624    1.032   -1.349
    9242   -0.475    1.306   -0.724
    9243   -0.501    1.372   -1.105
    9244    0.666    0.419   -0.653
    9245   -1.874    0.957    0.910
    9246    0.082    1.624   -0.458
    9247   -2.485    2.027   -1.550
    9248    0.156    0.829   -2.991
    9249   -0.562    0.504   -1.439
    9250   -1.924    1.476    0.483
    9251   -1.573    0.845   -0.717
    9252   -2.334    0.307   -0.812
    9253   -1.887   -0.531   -1.768
    9254   -0.422    0.807   -0.863
    9255    0.285    0.145   -0.516
    9256   -0.225    0.277   -1.092
    9257   -2.068    1.865    0.570
    9258   -2.370    1.539   -1.184
    9259   -0.176   -1.749   -0.603
    9260   -1.798   -0.417   -0.071
    9261   -1.265    0.127    0.334
    9262   -1.797    1.117   -0.797
    9263   -3.013    1.759    0.398
    9264   -1.587    0.834    1.212
    9265   -0.068   -0.855   -0.371
    9266    0.179    0.393   -0.104
    9267   -0.161   -0.390   -1.018
    9268   -0.946    1.613    0.764
    9269   -0.861    0.564   -0.514
    9270    0.009    0.496   -0.650
    9271   -0.219   -0.550   -0.565
    9272   -1.037   -0.308    0.056
    9273   -1.799    1.367    1.423
    9274   -0.290   -0.922    1.347
    9275   -0.475    0.366   -1.265
    9276   -0.116    0.719   -0.857
    9277   -0.904   -1.271   -0.045
    9278   -0.542   -1.118   -1.642
    9279   -0.890    1.449   -0.712
    9280    1.767   -1.083   -0.795
    9281    2.076    0.308   -0.212
    9282    0.536   -1.647   -1.103
    9283    2.203   -1.904    0.732
    9284   -2.158    2.727    0.160
    9285   -1.258   -0.052    1.078
    9286   -0.917    0.559   -0.079
    9287   -1.040    1.298    0.462
    9288    0.354    0.120    0.986
    9289   -0.588    1.990   -0.109
    9290   -0.194   -1.159    1.016
    9291   -5.240    2.464    0.564
    9292   -0.376    1.207    0.638
    9293    0.971    2.250   -2.200
    9294   -0.737    0.543   -0.105
    9295   -0.205   -0.192   -0.289
    9296    0.084    1.625    0.028
    9297   -2.034    1.221   -1.349
    9298   -0.041    1.023    0.169
    9299    0.350    1.967   -1.224
    9300    0.640   -0.569    0.807
    9301   -0.859   -0.351    1.376
    9302    1.615   -0.924   -0.240
    9303    1.764    0.481   -2.049
    9304    2.333   -0.484   -1.814
    9305    1.163    0.083   -2.514
    9306    0.728   -0.458   -2.643
    9307   -0.178    0.021   -3.101
    9308   -0.002    0.671   -1.417
    9309    0.341   -0.500   -2.178
    9310    0.857    1.320   -1.687
    9311    2.304    0.484   -2.951
    9312   -0.084   -1.381   -1.652
    9313   -2.294    1.420   -0.116
    9314   -2.870    0.706   -0.686
    9315   -1.568   -1.129   -2.725
    9316   -0.873    0.379   -0.644
    9317   -0.460    0.544   -0.460
    9318   -2.219   -1.377   -0.558
    9319   -2.452   -0.654    0.084
    9320   -2.232    0.085   -1.034
    9321    0.857   -1.399   -0.048
    9322    0.262   -1.365   -0.931
    9323   -2.490   -2.563   -0.290
    9324   -1.145   -0.620   -0.102
    9325   -1.015    1.543   -1.354
    9326   -3.665    1.926    1.304
    9327   -3.865   -0.141   -1.978
    9328    0.103   -0.839   -1.780
    9329   -2.486   -1.565   -0.506
    9330    0.402   -0.379   -2.109
    9331   -1.223   -1.755   -1.179
    9332   -2.826   -1.211   -2.002
    9333   -2.491   -0.314   -0.965
    9334   -1.886   -0.022   -0.173
    9335   -1.330   -1.067   -0.741
    9336   -2.438   -1.547    0.446
    9337    1.488    0.079   -0.454
    9338    2.727    0.341   -2.928
    9339   -0.979   -0.273   -0.662
    9340   -0.547   -1.159    0.929
    9341   -1.749   -0.902    1.125
    9342    0.251   -1.819    0.555
    9343    1.262   -2.328    0.481
    9344    1.341   -2.436    1.981
    9345    0.399   -1.121   -1.434
    9346   -0.754   -1.105    1.373
    9347    1.001   -0.386    2.178
    9348    1.775   -2.218    0.987
    9349    0.123   -1.273   -0.454
    9350   -0.947   -1.285    1.263
    9351   -0.440   -2.533   -0.033
    9352   -3.361   -0.396   -0.546
    9353    0.202   -2.689   -2.711
    9354   -3.941   -0.926    0.193
    9355   -2.155   -0.892   -2.033
    9356   -2.793   -0.378    0.001
    9357   -1.207   -0.682   -0.233
    9358   -2.590   -0.301   -0.229
    9359   -0.114   -1.152   -2.191
    9360   -3.014   -0.741    0.148
    9361   -3.295   -1.314    0.472
    9362   -0.460    0.260    1.429
    9363   -0.887    1.413    1.132
    9364   -0.639    0.529   -1.577
    9365    1.249   -1.589   -2.009
    9366   -0.204   -0.832   -0.670
    9367   -1.948    0.703    0.962
    9368   -2.838   -0.136   -0.482
    9369   -1.229    0.963   -0.246
    9370    0.401    2.479   -1.280
    9371   -2.236    1.310   -0.435
    9372   -2.812    1.060   -0.864
    9373   -1.224    1.400   -1.445
    9374   -0.824    0.380   -0.268
    9375   -1.317    2.881   -1.330
    9376    1.388   -0.167   -1.688
    9377   -0.847    2.324   -1.021
    9378    1.025   -0.155    1.773
    9379    0.654    0.956   -1.103
    9380    0.026    0.297    1.793
    9381   -1.142    0.743    1.885
    9382   -0.894   -0.149    0.335
    9383   -1.494    0.828    1.243
    9384   -1.396   -0.594   -0.115
    9385   -3.170   -0.468    0.689
    9386   -3.174    0.544    1.627
    9387    0.153    2.329    0.384
    9388    2.527   -1.613    1.156
    9389    0.878   -1.422    1.051
    9390   -0.864   -2.132    1.561
    9391   -0.484   -3.058    0.465
    9392   -0.318   -1.003    0.861
    9393    1.217   -0.208    1.168
    9394    1.476   -0.122    2.249
    9395   -1.955    0.803    1.052
    9396   -2.263    2.415   -0.266
    9397   -0.722    0.301    1.295
    9398   -0.805   -0.095    0.571
    9399    0.550   -1.277   -0.278
    9400   -0.985    0.478    1.667
    9401   -1.315   -0.912    1.447
    9402   -0.843    2.276   -0.137
    9403   -1.180   -1.017    0.335
    9404    0.460   -0.532   -0.180
    9405    0.759   -1.114   -0.211
    9406    1.668    0.302   -0.721
